64.5,71,33,0.5,1,22
64.5,77,33,0.5,1,22
65.0,45,34,0.5,2,22
65.0,60,34,0.5,1,22
65.0,64,34,0.5,1,22
65.0,69,34,0.5,1,22
65.0,76,34,0.5,1,22
65.5,47,34,0.5,2,22
65.5,62,34,0.5,1,22
65.5,65,34,0.5,1,22
65.5,74,34,0.5,1,22
66.0,48,34,0.5,2,23
66.0,60,34,0.5,1,23
66.0,64,34,0.5,1,23
66.0,76,34,0.5,1,23
66.5,53,34,0.5,2,23
66.5,60,34,0.5,1,23
66.5,62,34,0.5,1,23
66.5,69,34,0.5,1,23
66.5,77,35,0.25,1,23
66.75,79,35,0.25,1,23
67.0,55,35,1.0,2,23
67.0,59,35,1.0,1,23
67.0,62,35,1.0,1,23
67.0,67,36,1.0,1,23
67.0,71,36,1.5,1,23
68.0,43,36,1.0,2,23
68.0,62,36,1.0,1,23
68.0,67,37,1.0,1,23
68.0,71,37,1.0,1,23
68.5,72,37,0.5,1,23
69.0,48,37,3.0,2,24
69.0,64,37,3.0,1,24
69.0,67,37,3.0,1,24
69.0,72,38,3.0,1,24
69.0,72,38,3.0,1,24
